tanggal,provinsi,kabupaten,kecamatan,fasyankes,penyakit,kode_penyakit,minggu,tahun,tahun_minggu,tahun_minggu_f,age_group,kelamin,kasus
2022-03-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,11.0,2022.0,2022 - 11,2022.11,B. 8 - 28 day old,Male,1
2022-03-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,11.0,2022.0,2022 - 11,2022.11,D. 1 - 4 year old,Male,1
2022-03-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,11.0,2022.0,2022 - 11,2022.11,E. 5 - 9 year old,Male,2
2022-03-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,11.0,2022.0,2022 - 11,2022.11,F. 10 - 14 year old,Male,1
2022-03-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,11.0,2022.0,2022 - 11,2022.11,F. 10 - 14 year old,Female,2
2022-03-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,11.0,2022.0,2022 - 11,2022.11,G. 15 - 19 year old,Male,1
2022-03-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,11.0,2022.0,2022 - 11,2022.11,H. 20 - 44 year old,Male,10
2022-03-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,11.0,2022.0,2022 - 11,2022.11,H. 20 - 44 year old,Female,15
2022-03-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,11.0,2022.0,2022 - 11,2022.11,I. 45 - 54 year old,Male,14
2022-03-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,11.0,2022.0,2022 - 11,2022.11,I. 45 - 54 year old,Female,19
2022-03-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,11.0,2022.0,2022 - 11,2022.11,J. 55 - 69 year old,Male,26
2022-03-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,11.0,2022.0,2022 - 11,2022.11,J. 55 - 69 year old,Female,29
2022-03-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,11.0,2022.0,2022 - 11,2022.11,K. > 70 year old,Male,20
2022-03-19,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,11.0,2022.0,2022 - 11,2022.11,K. > 70 year old,Female,12
2022-03-20,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,11.0,2022.0,2022 - 11,2022.11,D. 1 - 4 year old,Female,1
2022-03-20,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,11.0,2022.0,2022 - 11,2022.11,E. 5 - 9 year old,Male,1
2022-03-20,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,11.0,2022.0,2022 - 11,2022.11,H. 20 - 44 year old,Male,2
2022-03-20,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,11.0,2022.0,2022 - 11,2022.11,H. 20 - 44 year old,Female,2
2022-03-20,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,11.0,2022.0,2022 - 11,2022.11,I. 45 - 54 year old,Male,2
2022-03-20,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,11.0,2022.0,2022 - 11,2022.11,I. 45 - 54 year old,Female,1
2022-03-20,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,11.0,2022.0,2022 - 11,2022.11,J. 55 - 69 year old,Male,5
2022-03-20,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,11.0,2022.0,2022 - 11,2022.11,J. 55 - 69 year old,Female,4
2022-03-20,BALI,KAB. BULELENG,SAWAN,SAWAN I,Gigitan Hewan Penular Rabies,P,11.0,2022.0,2022 - 11,2022.11,I. 45 - 54 year old,Male,1
2022-03-20,BALI,KAB. BULELENG,SAWAN,SAWAN I,ILI (Penyakit Serupa Influenza),Y,11.0,2022.0,2022 - 11,2022.11,D. 1 - 4 year old,Female,1
2022-03-20,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,11.0,2022.0,2022 - 11,2022.11,E. 5 - 9 year old,Male,1
2022-03-20,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,11.0,2022.0,2022 - 11,2022.11,F. 10 - 14 year old,Male,2
2022-03-20,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,11.0,2022.0,2022 - 11,2022.11,H. 20 - 44 year old,Male,2
2022-03-20,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,11.0,2022.0,2022 - 11,2022.11,I. 45 - 54 year old,Male,6
2022-03-20,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,11.0,2022.0,2022 - 11,2022.11,I. 45 - 54 year old,Female,2
2022-03-20,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,11.0,2022.0,2022 - 11,2022.11,J. 55 - 69 year old,Male,7
2022-03-20,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,11.0,2022.0,2022 - 11,2022.11,J. 55 - 69 year old,Female,4
2022-03-20,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,11.0,2022.0,2022 - 11,2022.11,K. > 70 year old,Male,5
2022-03-20,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,11.0,2022.0,2022 - 11,2022.11,K. > 70 year old,Female,3
2022-03-21,BALI,KAB. BULELENG,BANJAR,BANJAR I,ILI (Penyakit Serupa Influenza),Y,12.0,2022.0,2022 - 12,2022.12,,,2
2022-03-21,BALI,KAB. BULELENG,BANJAR,BANJAR I,None,None,12.0,2022.0,2022 - 12,2022.12,,,86
2022-03-21,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,C. 28 day old - 1 year old,Male,2
2022-03-21,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,C. 28 day old - 1 year old,Female,1
2022-03-21,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,D. 1 - 4 year old,Male,4
2022-03-21,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,E. 5 - 9 year old,Male,5
2022-03-21,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,E. 5 - 9 year old,Female,1
2022-03-21,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,F. 10 - 14 year old,Male,2
2022-03-21,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,F. 10 - 14 year old,Female,3
2022-03-21,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,G. 15 - 19 year old,Male,14
2022-03-21,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,G. 15 - 19 year old,Female,3
2022-03-21,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,H. 20 - 44 year old,Male,41
2022-03-21,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,H. 20 - 44 year old,Female,64
2022-03-21,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,I. 45 - 54 year old,Male,38
2022-03-21,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,I. 45 - 54 year old,Female,56
2022-03-21,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,J. 55 - 69 year old,Male,76
2022-03-21,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,J. 55 - 69 year old,Female,83
2022-03-21,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,K. > 70 year old,Male,30
2022-03-21,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,K. > 70 year old,Female,22
2022-03-21,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,None,None,12.0,2022.0,2022 - 12,2022.12,,,3
2022-03-21,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,F. 10 - 14 year old,Female,1
2022-03-21,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,G. 15 - 19 year old,Female,1
2022-03-21,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,H. 20 - 44 year old,Female,1
2022-03-21,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,I. 45 - 54 year old,Female,1
2022-03-21,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,J. 55 - 69 year old,Male,3
2022-03-21,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,J. 55 - 69 year old,Female,7
2022-03-21,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,K. > 70 year old,Male,3
2022-03-21,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,K. > 70 year old,Female,1
2022-03-22,BALI,KAB. BULELENG,BANJAR,BANJAR I,Gigitan Hewan Penular Rabies,P,12.0,2022.0,2022 - 12,2022.12,,,1
2022-03-22,BALI,KAB. BULELENG,BANJAR,BANJAR I,ILI (Penyakit Serupa Influenza),Y,12.0,2022.0,2022 - 12,2022.12,,,2
2022-03-22,BALI,KAB. BULELENG,BANJAR,BANJAR I,Pnemonia,D,12.0,2022.0,2022 - 12,2022.12,,,1
2022-03-22,BALI,KAB. BULELENG,BANJAR,BANJAR I,Sindrom Jaundice Akut,G,12.0,2022.0,2022 - 12,2022.12,,,1
2022-03-22,BALI,KAB. BULELENG,BANJAR,BANJAR I,None,None,12.0,2022.0,2022 - 12,2022.12,,,85
2022-03-22,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,Diare Akut,A,12.0,2022.0,2022 - 12,2022.12,D. 1 - 4 year old,Female,1
2022-03-22,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,ILI (Penyakit Serupa Influenza),Y,12.0,2022.0,2022 - 12,2022.12,K. > 70 year old,Male,1
2022-03-22,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,C. 28 day old - 1 year old,Male,1
2022-03-22,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,D. 1 - 4 year old,Male,2
2022-03-22,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,E. 5 - 9 year old,Male,2
2022-03-22,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,E. 5 - 9 year old,Female,1
2022-03-22,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,F. 10 - 14 year old,Male,2
2022-03-22,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,F. 10 - 14 year old,Female,1
2022-03-22,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,G. 15 - 19 year old,Male,3
2022-03-22,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,G. 15 - 19 year old,Female,4
2022-03-22,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,H. 20 - 44 year old,Male,34
2022-03-22,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,H. 20 - 44 year old,Female,66
2022-03-22,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,I. 45 - 54 year old,Male,27
2022-03-22,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,I. 45 - 54 year old,Female,43
2022-03-22,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,J. 55 - 69 year old,Male,54
2022-03-22,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,J. 55 - 69 year old,Female,72
2022-03-22,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,K. > 70 year old,Male,32
2022-03-22,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,K. > 70 year old,Female,24
2022-03-22,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,None,None,12.0,2022.0,2022 - 12,2022.12,,Male,4
2022-03-22,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,None,None,12.0,2022.0,2022 - 12,2022.12,,Female,2
2022-03-22,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,None,None,12.0,2022.0,2022 - 12,2022.12,,,2
2022-03-22,BALI,KAB. BULELENG,SAWAN,SAWAN I,ILI (Penyakit Serupa Influenza),Y,12.0,2022.0,2022 - 12,2022.12,J. 55 - 69 year old,Female,1
2022-03-22,BALI,KAB. BULELENG,SAWAN,SAWAN I,ILI (Penyakit Serupa Influenza),Y,12.0,2022.0,2022 - 12,2022.12,K. > 70 year old,Female,1
2022-03-22,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,H. 20 - 44 year old,Male,1
2022-03-22,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,H. 20 - 44 year old,Female,2
2022-03-22,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,I. 45 - 54 year old,Male,2
2022-03-22,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,I. 45 - 54 year old,Female,1
2022-03-22,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,J. 55 - 69 year old,Male,3
2022-03-22,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,J. 55 - 69 year old,Female,9
2022-03-22,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,K. > 70 year old,Male,1
2022-03-22,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,K. > 70 year old,Female,1
2022-03-23,BALI,KAB. BULELENG,BANJAR,BANJAR I,Gigitan Hewan Penular Rabies,P,12.0,2022.0,2022 - 12,2022.12,,,6
2022-03-23,BALI,KAB. BULELENG,BANJAR,BANJAR I,ILI (Penyakit Serupa Influenza),Y,12.0,2022.0,2022 - 12,2022.12,,,1
2022-03-23,BALI,KAB. BULELENG,BANJAR,BANJAR I,None,None,12.0,2022.0,2022 - 12,2022.12,,,46
2022-03-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,ILI (Penyakit Serupa Influenza),Y,12.0,2022.0,2022 - 12,2022.12,H. 20 - 44 year old,Male,1
2022-03-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,A. 0 - 7 day old,Male,1
2022-03-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,C. 28 day old - 1 year old,Male,1
2022-03-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,C. 28 day old - 1 year old,Female,1
2022-03-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,D. 1 - 4 year old,Male,1
2022-03-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,D. 1 - 4 year old,Female,2
2022-03-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,E. 5 - 9 year old,Male,3
2022-03-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,F. 10 - 14 year old,Male,3
2022-03-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,F. 10 - 14 year old,Female,2
2022-03-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,G. 15 - 19 year old,Male,6
2022-03-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,G. 15 - 19 year old,Female,7
2022-03-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,H. 20 - 44 year old,Male,25
2022-03-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,H. 20 - 44 year old,Female,49
2022-03-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,I. 45 - 54 year old,Male,22
2022-03-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,I. 45 - 54 year old,Female,31
2022-03-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,J. 55 - 69 year old,Male,53
2022-03-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,J. 55 - 69 year old,Female,52
2022-03-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,K. > 70 year old,Male,18
2022-03-23,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,K. > 70 year old,Female,21
2022-03-23,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,Diare Akut,A,12.0,2022.0,2022 - 12,2022.12,,Female,1
2022-03-23,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,None,None,12.0,2022.0,2022 - 12,2022.12,,,6
2022-03-23,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,C. 28 day old - 1 year old,Female,1
2022-03-23,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,E. 5 - 9 year old,Male,2
2022-03-23,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,H. 20 - 44 year old,Male,1
2022-03-23,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,H. 20 - 44 year old,Female,4
2022-03-23,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,I. 45 - 54 year old,Male,2
2022-03-23,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,I. 45 - 54 year old,Female,4
2022-03-23,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,J. 55 - 69 year old,Male,3
2022-03-23,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,J. 55 - 69 year old,Female,6
2022-03-23,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,K. > 70 year old,Male,2
2022-03-23,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,K. > 70 year old,Female,1
2022-03-24,BALI,KAB. BULELENG,BANJAR,BANJAR I,Gigitan Hewan Penular Rabies,P,12.0,2022.0,2022 - 12,2022.12,,,1
2022-03-24,BALI,KAB. BULELENG,BANJAR,BANJAR I,ILI (Penyakit Serupa Influenza),Y,12.0,2022.0,2022 - 12,2022.12,,,3
2022-03-24,BALI,KAB. BULELENG,BANJAR,BANJAR I,None,None,12.0,2022.0,2022 - 12,2022.12,,,75
2022-03-24,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,B. 8 - 28 day old,Female,1
2022-03-24,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,C. 28 day old - 1 year old,Male,4
2022-03-24,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,D. 1 - 4 year old,Male,3
2022-03-24,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,D. 1 - 4 year old,Female,1
2022-03-24,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,E. 5 - 9 year old,Male,4
2022-03-24,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,E. 5 - 9 year old,Female,8
2022-03-24,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,F. 10 - 14 year old,Male,1
2022-03-24,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,F. 10 - 14 year old,Female,4
2022-03-24,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,G. 15 - 19 year old,Male,8
2022-03-24,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,G. 15 - 19 year old,Female,3
2022-03-24,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,H. 20 - 44 year old,Male,40
2022-03-24,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,H. 20 - 44 year old,Female,66
2022-03-24,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,I. 45 - 54 year old,Male,28
2022-03-24,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,I. 45 - 54 year old,Female,51
2022-03-24,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,J. 55 - 69 year old,Male,77
2022-03-24,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,J. 55 - 69 year old,Female,70
2022-03-24,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,K. > 70 year old,Male,30
2022-03-24,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,K. > 70 year old,Female,27
2022-03-24,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,ILI (Penyakit Serupa Influenza),Y,12.0,2022.0,2022 - 12,2022.12,,,1
2022-03-24,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,None,None,12.0,2022.0,2022 - 12,2022.12,,Male,1
2022-03-24,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,None,None,12.0,2022.0,2022 - 12,2022.12,,Female,1
2022-03-24,BALI,KAB. BULELENG,BULELENG,RSUD BULELENG,None,None,12.0,2022.0,2022 - 12,2022.12,,,10
2022-03-24,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,B. 8 - 28 day old,Male,1
2022-03-24,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,G. 15 - 19 year old,Male,1
2022-03-24,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,H. 20 - 44 year old,Male,1
2022-03-24,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,H. 20 - 44 year old,Female,1
2022-03-24,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,I. 45 - 54 year old,Female,4
2022-03-24,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,J. 55 - 69 year old,Male,5
2022-03-24,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,J. 55 - 69 year old,Female,10
2022-03-24,BALI,KAB. BULELENG,SAWAN,SAWAN I,None,None,12.0,2022.0,2022 - 12,2022.12,K. > 70 year old,Male,1
2022-03-25,BALI,KAB. BULELENG,BANJAR,BANJAR I,Gigitan Hewan Penular Rabies,P,12.0,2022.0,2022 - 12,2022.12,,,3
2022-03-25,BALI,KAB. BULELENG,BANJAR,BANJAR I,Pertussis,M,12.0,2022.0,2022 - 12,2022.12,,,1
2022-03-25,BALI,KAB. BULELENG,BANJAR,BANJAR I,None,None,12.0,2022.0,2022 - 12,2022.12,,,48
2022-03-25,BALI,KAB. BULELENG,BANJAR,BANJAR I,None,None,12.0,2022.0,2022 - 12,2022.12,,,1
2022-03-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,B. 8 - 28 day old,Male,1
2022-03-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,C. 28 day old - 1 year old,Male,2
2022-03-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,D. 1 - 4 year old,Male,2
2022-03-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,D. 1 - 4 year old,Female,1
2022-03-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,E. 5 - 9 year old,Male,4
2022-03-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,E. 5 - 9 year old,Female,2
2022-03-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,F. 10 - 14 year old,Male,1
2022-03-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,G. 15 - 19 year old,Male,7
2022-03-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,G. 15 - 19 year old,Female,5
2022-03-25,BALI,KAB. BULELENG,BULELENG,RS KERTHA USADA,None,None,12.0,2022.0,2022 - 12,2022.12,H. 20 - 44 year old,Male,18
